job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|profile_link
0|292|Personal Assistant|Looking for a web fluent individual for a 2-6 month assistant job.  Ideal Traits:  Experience creating Google Docs, SpreadSheets, drafting Emails, creating Calendar Invites Ability to schedule events, research topics in depth, and plan Graphics design experience a plus Github knowledge is a plus Experience working with someone to assist then meet goals on time  To be a best fit for this project you need:  Ability to communicate clearly Dedication to meet project deadlines in a timely manner Write “I am a human” at the top of your proposal Attention to details Willingness to sign an NDA  If you are interested in this project, please reply with your prior experience, and/or traits.|$167.99|Less than 30 hrs/week|More than 6 months|Entry level|Personal Administration,Administrative Support,Google Docs,Researcher,Virtual Assistance,Data Entry,Email Communication,Microsoft Excel,Communications,Scheduling,Microsoft Word,Virtual Assistant,Google Calendar,Executive Assistant,Google Charts|||United States Dover|4.00|https://www.upwork.com/jobs/~0117d62681305cdddd
0|292|Organize an excel sheet|I have a sheet of expenses for a new home project, I'm looking for someone that is available now to organize it.. it shouldn't take long at all, and I need it today please. Thank you!|$14.00|Less than 30 hrs/week|Less than a month|Entry level|Microsoft Excel,Spreadsheet Software,Google Docs|$19.00||United States Monsey|5.00|https://www.upwork.com/jobs/~01d6ae64268c32a3b1
0|292|Typing from a pdf into perfect MS Word|Hi, I have several old newspaper clippings in pdf form. I do not want them scanned, I would like someone with excellent typing skills to read them and then to accurately and precisely retype them and deliver them to me in MS Word form.  Spelling and punctuation are important to me.  Thanks!|$15.00|Less than 30 hrs/week|Less than a month|Intermediate|Microsoft Word,Accuracy Verification,Typing|$75.00|5.0|United States Los Angeles|5.00|https://www.upwork.com/jobs/~011c9337793faa0ff4
0|292|5 Min Task for US Based Freelancers|Looking for freelancers from the USA for a 5-minute task. It's a very simple task and it doesn't take any particular skill, even if you are a newbie, apply now. I need to hire around 20 freelancers from the United States. The task is to fix the company address on Google maps. Please, contact me, if you're in.  ||||Intermediate|Virtual Assistant,Researcher|$5.00||Poland Warszawa|5.00|https://www.upwork.com/jobs/~015ab700d6a9093c95
0|292|Blog post formatter - long term work available|We're looking for 2 people to help us format and publish blog posts from within our writing platform. You'll make sure the fonts are good, you'll find a relevant featured photo/license it on adobe and resize it, upload it, and a few other quick tasks before publishing it. The content is written by our writers and edited by our editors.  Each post should take 5 minutes max once you develop a flow.  Please message us with questions and let us know IF YOU'RE FREE FOR A CALL ON UPWORK.||||Intermediate|English,WordPress,Shopify|$5.00||United States New York|5.00|https://www.upwork.com/jobs/~0104417edfb49131d6
0|277|English Short Transcription|File: Phone call recording  File Size: Less than 7 minutes  Please apply only if you are a English native speaker and write me in how many minutes you can deliver the transcription.  Thank you||||Entry level|General Transcription,English||5.0|Germany Berlin|5.00|https://www.upwork.com/jobs/~0105db89908563c707
0|277|Need a zoom meeting transcribed into meeting minutes|Need Zoom meeting transcribed into Minutes of Meeting notes with task list Need to be completed today 7/6/22 10 pm CST|||||/Transcription Deliverables,Lecture Notes/Transcription Types,Business Transcription,Audio Transcription,Video Transcription/Languages,US English Dialect/Other,General Transcription,Meeting Notes,Microsoft Word,Typing,English||5.0|United States Maywood|5.00|https://www.upwork.com/jobs/~014c1a511f82687398
0|277|Webinar - Audio to Text Transcription|I’m looking to get a 1 hour webinar transcribed into text. The work will require one freelancer. I anticipate the project to last 4 to 6 hours.  Here is a link to the webinar to transcribe: https://vimeo.com/711158141/143ddb6304||||Intermediate|/Transcription Types,Video Transcription,Business Transcription/Other,English|||Canada Ottawa|5.00|https://www.upwork.com/jobs/~0127f9f56f52fb4f1d
0|277|Long Term Transcriptionists Needed $0.30-$0.60/AM|We are looking for long-term transcriptionists who can provide high-quality transcripts within a 24- to 36-hour TAT. Applicants must be reliable, hardworking people who are proficient in English and can follow instructions.  Must be able to type at least 50 words per minute, follow strict formatting guidelines, and type all transcripts in Google Docs. Must be available via email. Contractors may be given temporary work as a trial period to determine if they're the right fit for long-term hire. All contractors will be required to sign an independent contractor agreement and nondisclosure agreement upon hire.  Payment will be based on quality of work and previous experience. We would also like to give bonuses and raises based on improvement and excellent work.  Please provide days and hours of availability as well as the number of audio minutes you can take on per day. Please also provide a description of prior experience and estimated pay rate per audio minute.||||Intermediate|Google Docs,Express Scribe,General Transcription||4.6|United States Idaho Falls|4.60|https://www.upwork.com/jobs/~01a7bb42d8c09f1458
0|1636|Copy Writer Needed with Writing Expertise in Scrum and Design Thinking|PROJECT #1:    I am looking for a copy writer with native English writing skills and very familiar with the SCRUM MASTER and SCRUM AGILE project management methodologies.  I need a thorough review of our client's website and recommendations on rewriting the copy so that it has a clearer message and good strong call to actions, etc.  I would like a project based quote.  Please review this website and let me know if you have availability for the project and what your cost would be.    (link removed)/  Furthermore, I will most likely need 2 blogs per month to keep the content fresh on this client's site.  Let me know your cost per blog.  Thanks.  PROJECT #2:  This same client is integrating DESIGN THINKING courses as part of his portfolio.  These go hand-in-hand with SCRUM AGILE and consequently, we need to develop content for 3 to 4 pages related to DESIGN THINKING.  Please give me a per page quote for content on DESIGN THINKING.  You can also refer to these  websites for an overall view of the writing subject matter for which we are looking.  (link removed)/ (link removed) (link removed)  Thanks very much and looking forward to hearing from you.||||Intermediate|/Content Writing Services,Content Writing,Copywriting,Editing & Proofreading,Fact-Checking,Researcher/Content Writing Deliverables,Website Content,Blog Content/Other,Blog Writing,Article Writing,Business Writing,English,US English Dialect|$300.00||United States Spring|4.45|https://www.upwork.com/jobs/~01f91027372094ce04
