freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
48|Zaporizhia, Ukraine|100%|TOP RATED PLUS||298|5,294|Less than 30 hrs/week|English: Fluent,Russian: Native or Bilingual,Ukrainian: Native or Bilingual|Audiobook and Podcast Producer (Editor, Mixer and Mastering engineer)|$25.00/hr|/Audio Editing Software,Reaper,Audacity/Audio Editing Deliverables,Music Placement,Noise Reduction,ID3 Tags,Sound Mixing,Audio Editing,Audio Post Production/Other Skills,Audiobook,Audio Mastering,Audio Engineering,Audio Production,iZotope RX,Ozone 8,Audiobook Editing|https://www.upwork.com/freelancers/~0122e2974934453c75?s=1110580748338319360
1368|Villa Urquiza, Argentina|100%|TOP RATED PLUS||145|904|More than 30 hrs/week|English: Native or Bilingual,Spanish: Native or Bilingual|Audio Editing - Post Production - Podcast|$60.00/hr|/Audio Editing Deliverables,Noise Reduction,Music Placement,Video Intro & Outro,ID3 Tags,Sound Mixing,Audio Editing,Audio Restoration,Vocal Tuning,Audio Post Production/Audio Editing Software,Ableton Live,Avid Pro Tools/Other Skills,Music Composition,Podcast,Audiobook,Audio Engineering,Podcast Production,Music Production,Music & Sound Design,Podcast Episode,Podcast Editing,Manual Vocal Tuning,Celemony Melodyne|https://www.upwork.com/freelancers/~01b1ccc5f5394c1c10?s=1110580748338319360
1605|Dhaka, Bangladesh|100%|TOP RATED||177|1,508|As Needed - Open to Offers|English: Fluent|ACX Audiobook Editor|$25.00/hr|/Audio Editing Software,Audacity,Adobe Audition/Other Skills|https://www.upwork.com/freelancers/~011fee5a80994bca40?s=1017484851352698924
1393|Los Angeles, United States|100%|TOP RATED||72|12|More than 30 hrs/week|English: Native or Bilingual|Audio Editor and Music Producer with BFA|$75.00/hr|/Audio Production Services,Music Production,Sound Mixing,Audio Mastering/Audio Production Deliverables,Foley Effects,Audio Effects,Podcast,Jingle,Audio Production/Digital Audio Workstation,Logic Pro,Ableton Live/Audio Editing Software,Logic Pro/Other Skills,Podcast Editing,Stem Mixing & Mastering|https://www.upwork.com/fl/~013b68cbae81fff549?s=1017484851352698924
447|Birmingham, United States|91%|TOP RATED|$30K+|161|507|As Needed - Open to Offers|English: Native or Bilingual,Dutch: Conversational,French: Conversational,Italian: Conversational,Spanish: Conversational|"Brand Identity | Graphic Design | Business Branding | Logo Design"|$30.00/hr|/Brand Identity Deliverables,Digital Marketing Materials,Brand Guidelines,Social Media Design,Brand Naming,Website,Logo Design,Icon Design,Branding Template,App Design,Covers & Packaging,Email Design,Print Marketing Materials/Brand Identity Services,Graphic Design,Brand Positioning,Brand Identity Design,Brand Strategy,Logo Design/Other Skills,Logo Usage Guidelines,2D Logo Reveal,Logo Transparency,Business Card Design,Logo Animation,Brand Design,Logo Addition,Corporate Brand Identity,Logomark|https://www.upwork.com/freelancers/~01ad606b953d409b87?s=1044578476142100497
507|Anaheim, United States|||||||||||https://www.upwork.com/freelancers/~01dbad4b2e1762e8c8?s=1044578476142100497
771|Gujranwala, Pakistan|93%|TOP RATED||189|222|As Needed - Open to Offers|English: Conversational,Urdu: Native or Bilingual,Hindi: Fluent,Panjabi, Punjabi: Fluent|Expert Logo & Brand Guideline Designer|$25.00/hr|/Brand Identity Deliverables,Icon Design,Social Media Design,App Design,Covers & Packaging,Digital Marketing Materials,Brand Guidelines,Website,Logo Design,Email Design,Branding Template/Brand Identity Services,Brand Identity Design,Logo Design,Graphic Design/Other Skills|https://www.upwork.com/freelancers/~01216eeb62e7dd635d?s=1044578476142100497
470|Wah Cantt, Pakistan|100%|TOP RATED|$50K+|26||As Needed - Open to Offers|English: Fluent,Urdu: Native or Bilingual|Professional Conceptual and tattoo Artist|$30.00/hr|/Cartoons & Comics Style,Realistic,Retro & Vintage Style,Freestyle Drawing,Chibi Style,Pop Art,Commercial Style,Anime,Caricature,Black & White Style,Cartoon Style,Colorful Style/Cartoons & Comics Deliverables,Traditional Illustration,Character Design,Digital Illustration,Digital Painting,Cartoon Character,Cartoon Art,Caricature/Cartoons & Comics Genre,Superhero,Manga,Fan Art,Comics/Cartoons & Comics Software,Adobe Photoshop/Other Skills,Tattoo Design,Inking,Political Art,Novel,Line Drawing,Famous Cartoon,Current Affairs,Educational Style|https://www.upwork.com/freelancers/~01bce8ed69c7e280d2?s=1044578476142100483
509|Gujranwala, Pakistan|94%|||112|15|As Needed - Open to Offers|English: Fluent,Dutch: Conversational,French: Conversational,German: Conversational,Spanish: Conversational|"Illustrator / Graphic Designer | Vector EXPERT"|$10.00/hr|/Cartoons & Comics Style,Anime,Pop Art,Freestyle Drawing/Other Skills,Famous Cartoon|https://www.upwork.com/freelancers/~01a064bbbeef7b3b80?s=1044578476142100483
1203|Manama, Bahrain|100%|TOP RATED PLUS|$90K+|56|112|More than 30 hrs/week|English: Native or Bilingual|"Creative Director | Branding | Digital Marketing | Digital Conversion"|$35.00/hr|/Creative Direction Skills,Visual Communication,Content Development,Project Management,Brand Identity,Creative Strategy,Brand Development,Design Thinking,Brand Strategy,Creative Direction/Other Skills,Sales Strategy,Brand Identity Design,Customer Experience Research,Content Guidelines,Growth Strategy,Brand Guidelines,Customer Acquisition Strategy,Brand Naming,Content Strategy,Customer Insight Analysis,Content Editing,Content Creation,Brand Consulting,Digital Strategy,Content Distribution & Promotion,Content Management Plan,Content Audit,Content Marketing,Customer Engagement|https://www.upwork.com/freelancers/~01bb9ce3b9c857143f?s=1044578476142100492
236|Eskisehir, Turkey|100%|TOP RATED PLUS||121|1,325|As Needed - Open to Offers|English: Fluent,Russian: Native or Bilingual|Creative Director: Make Your Brand Dazzling with Identity & Package|$75.00/hr|/Creative Direction Skills,Creative Direction,Leadership Skills,Visual Communication,Brand Development,Project Management,Design Thinking,Brand Identity,Creative Strategy,Brand Strategy,Integrated Media Development,User-Centered Design,Team Management/Other Skills,Social Media Ad Campaign,Packaging Design,Brand Identity Design,Social Media Account Integration,Brand Identity & Guidelines,Voice & Tone Consistency,Art Direction,Brand Book Design,Brand Guidelines,Advertisement,Voice & Tone Guidelines,Advertising,Package Design,Brand Consulting,Concept Development & Testing,Display Product Packaging,Brand Naming,Merchandise Graphic Design,Retail & Consumer Goods,Beauty & Personal Care,Brand Positioning,Design Analysis,Sales & Marketing Collateral,DNA,Design Concept,Style Guide Development,Trend Analysis,Market Research,Visual Merchandising,Design Mockup,Product Imagery Content,Marketing Collateral Development,Background Imagery,Target Market Research,Health & Wellness,Brand Design,Social Media Imagery,Communication Skills|https://www.upwork.com/fl/~01715f59852c1c5fac?s=1044578476142100492
583|Ustaritz, France|99%|TOP RATED PLUS||255|3,132|Less than 30 hrs/week|English: Fluent,French: Native or Bilingual|Creative Director|$75.00/hr|/Creative Direction Skills,Design Thinking,Manager,Visual Communication,Interaction Design,Brand Identity,Creative Strategy,Project Management/Other Skills,Packaging Design,Product Label,Adobe Creative Suite,Label & Package Design,Print Design,Layout Design,Packaging Dieline,Graphic Design|https://www.upwork.com/freelancers/~01117f4e069b01905b?s=1044578476142100492
162|Vancouver, United States|100%|TOP RATED||23|13|As Needed - Open to Offers|English: Native or Bilingual|Book Cover Designer experienced in KDP, Ingram Spark, Vella and Canva|$30.00/hr|/Editorial Design Skills,Formatting,Typesetting,Typography,Photo Editing,Graphic Design,Layout Design,Print Design,Editorial Design/Editorial Design Style,Photographic,Illustration,Typography/Editorial Design Type,Brochure,Ebook,Publication Design,Book,Email Communication/Editorial Design Software,Adobe Illustrator,Adobe InDesign,Adobe Photoshop,Microsoft Word/Other Skills,Young Adult,Biography,Arts & Culture,Romance,Mystery,Humor,Literature,Children's Literature,How To,Drama,Nonfiction,Crime,Thriller,Science Fiction,Dystopian,Comics,Photography,Fantasy,Cookbook,Satire|https://www.upwork.com/fl/~012fbced435b5589e4?s=1110580753669279744
268|Chennai, India|100%|TOP RATED PLUS||1,728|3,367|More than 30 hrs/week|English: Fluent,Tamil: Native or Bilingual|Book layout design and typesetting, ebook conversion designer|$20.00/hr|/Editorial Design Skills,Typography,Print Design,Layout Design,Formatting,Typesetting,Photo Editing,Graphic Design/Editorial Design Software,Adobe Illustrator,Adobe Photoshop,Adobe InDesign,Microsoft Word,Adobe Acrobat/Editorial Design Type,Publication Design,Newsletter,Newspaper,Ebook,Magazine,Directory,Business Report,Brochure,Marketing Collateral,Book/Editorial Design Style,Typography/Other Skills,Kindle Direct Publishing,Vellum,Satire,Romance,Biography,Literature,Fantasy,How To,Religious & Inspirational,Dystopian,Academic Textbook,Thriller,Science Fiction,Cookbook,Photography,Children's Literature,Drama,Nonfiction,Humor,Mystery,Tech & IT,Medical,Young Adult,History,Comics,Crime,Travel & Hospitality,Arts & Culture,Health & Wellness|https://www.upwork.com/fl/~016f05ea9f175b0c73?s=1110580753669279744
279|Meerut, India|98%|TOP RATED|$5K+|113|114|As Needed - Open to Offers|English: Fluent,Hindi: Native or Bilingual,German: Conversational|T-shirt Designer|$15.00/hr|/Fashion Expertise,Fashion Illustration,Fashion Design/Fashion Design Services,Color Forecasting,Fashion Forecasting/Fashion Project Types,Ready-To-Wear,Virtual Clothing,Marketing Advertising/Fashion Types,Ready-To-Wear,Mass Market Fashion Design/Area of Specialization,Clothing/Types of Clothing,Activewear/Fashion Department,Unisex/Other Skills|https://www.upwork.com/fl/~018cda5c62529517eb?s=1017484851352698935
1531|Koeln, Germany|100%|||15|45|As Needed - Open to Offers|English: Native or Bilingual,German: Native or Bilingual|Fashion Designer/ Consultant|$75.00/hr|/Fashion Project Types,Virtual Clothing,Fashion Pre-Production,Ready-To-Wear,Fashion Editorial/Fashion Expertise,Technical Design,Fashion Design,Fashion Illustration/Fashion Design Services,Fashion Forecasting,Fashion Consultation,Sizing,Fabric Color Matching,Concept Design,Color Forecasting/Technical Design Software,CLO 3D,Lectra/Technical Design Services,3D Clothing Design,Pattern Drafting,Size Chart Creation,Grade Rules,Tech Flat,Tech Pack,Pattern Grading/Fashion Department,Male,Female/Fashion Types,Haute Couture,Made-to-Measure,Ready-To-Wear/Area of Specialization,Clothing/Types of Clothing,Streetwear,Outerwear,Sportswear,Knitwear/Other Skills|https://www.upwork.com/freelancers/~01165fac6752ae08c8?s=1017484851352698935
1333|Old Harbour, Jamaica|100%|TOP RATED||89|74|More than 30 hrs/week|English: Native or Bilingual|Fashion Designer , PDF Pattern Creator|$30.00/hr|/Fashion Types,Made-to-Measure,Mass Market Fashion Design/Fashion Department,Baby,Unisex,Child,Female,Male/Fashion Expertise,Technical Design/Technical Design Services,Pattern Drafting,Block Creation,Size Chart Creation/Area of Specialization,Clothing/Types of Clothing,Swimwear,Loungewear,Outerwear,Underwear,Nightwear,Knitwear/Other Skills|https://www.upwork.com/freelancers/~019bc449d4abd67278?s=1017484851352698935
859|Mount Shasta, United States|100%|TOP RATED PLUS||68|377|As Needed - Open to Offers|English: Native or Bilingual|I am a Fine Artist and Muralist specializing in realistic imagery.|$40.00/hr|/Digital Art Types,Sound Art,Interactive Narratives,Moving Image Art/Analog Art Types,Drawing,Painting/Other Skills,Illustration|https://www.upwork.com/freelancers/~01e02909748b164df7?s=1356688560183578624
444|Layyah, Pakistan|100%|TOP RATED||29|40|More than 30 hrs/week|English: Fluent,Urdu: Fluent|Traditional Fine Artist|$10.00/hr|/Analog Art Types,Drawing,Painting,Fine Art/Other Skills,Sketching,Realistic Portrait,Detailed Design,Pencil Illustration,Oil Painting,Hand-Drawn Perspective Rendering,Traditional Style,Acrylic Painting,Tattoo Art Styles,Realist Painting,Tattoo Design|https://www.upwork.com/freelancers/~0144df211f87d2f3c7?s=1356688560183578624
1023|Istanbul, Turkey|100%||$10K+|16||More than 30 hrs/week|English: Native or Bilingual,Turkish: Native or Bilingual,German: Basic|Character design and game art|$20.00/hr|/Game Art Skills,Concept Artistry,Game Art/Game Deliverables,Character Design,Game Asset/Other Skills,NFT Design,NFT Character,2D Art,Art & Design,Fantasy,Art Direction,Concept Design|https://www.upwork.com/freelancers/~01f055fcb2fa4ead18?s=1356688560498151424
47|Pirot, Serbia|100%|TOP RATED||21|1,001|As Needed - Open to Offers|English: Conversational,Serbian: Native or Bilingual|2D Game Art|$45.00/hr|/Game Deliverables,Game Asset,Animated Environment,Heads-Up Display,Loading Screen,Interface,Character Design,3D Texturing/Game Style,Cartoon Art,Low Poly,Pixel,Minimalist,Realistic/Game Art Skills,Gray Box Testing,3D Texturing,Concept Art,Concept Artistry,Game Art/Devices,Tablet,Smartphone,Gaming Console/Game Genres,Puzzle,Combat Game,Role-Playing Game,Arcade Game,Action,Casual Fashion Style,Adventure,Simulation Game,Education/Game Dimension,2D Game Art/Other Skills,Animated Cartoon,2D Design & Drawings,Illustration,2D Illustration,2D Art,Cartoon Character,Digital Painting,Mobile Game|https://www.upwork.com/freelancers/~010a1e2612cab64730?s=1356688560498151424
1431|Batu Feringgi, Malaysia|100%|TOP RATED PLUS||45|3,689|As Needed - Open to Offers|English: Fluent,Chinese: Fluent|Concept Artist & Illustrator|$50.00/hr|/Game Genres,Combat Game,Card Game,First-Person Shooter,Arcade Game,Puzzle,Real-Time Strategy,Online Multiplayer,Role-Playing Game,Casual Fashion Style,Simulation Game,Action,Adventure,Education/Game Deliverables,Loading Screen,Animated Environment,Character Design/Devices,TV Set,Tablet,Smartphone,Personal Computer,Gaming Console/Game Style,Cartoon Art,Anime,Realistic/Game Dimension,2D Game Art/Game Art Skills,Concept Art/Other Skills,Illustration|https://www.upwork.com/freelancers/~01f55902661e90ad14?s=1356688560498151424
633|Nagpur, India|||$70K+||||||||https://www.upwork.com/fl/~0123b983d58f96e07b?s=1017484851352698959
1345|Islamabad, Pakistan|93%|TOP RATED||2,714|4,717|More than 30 hrs/week|English: Native or Bilingual|Labels and Packaging Designer|$35.00/hr|/Graphic Design Deliverables,Poster,Menu,Brand Identity & Guidelines,Merchandise Graphic Design,Signage,Landing Page,Ebook,Clothing,Sticker,Infographic,Catalog,Brochure,Book,Social Media Imagery,Stationery,Magazine,Business Card,Email Communication,Banner Ad Design,Logo,Typography/Graphic Design Software,Adobe Illustrator,Adobe InDesign,Adobe Photoshop,Sketch,Microsoft PowerPoint,Adobe After Effects,Figma,Adobe Acrobat,Canva,Affinity Designer,Adobe XD/Graphic Design Services,Packaging Design,Large Format Design,Advertising Design,Clothing & Merchandise Design,Brand Identity Design,Cover Art Design,Editorial Design,Print Design,Web Design,Label & Package Design/Other Skills,Shipping Labels,Covers & Packaging,Packaging Dieline,Late Modern,CorelDRAW,Bauhaus,Luxurious,Early Modern,Constructivism,Flat Style,Post Modern,Psychedelic Style,Victorian,American Kitsch,Mission Style,Grunge,Art Deco,Feminine,Geometric,Minimalist,For Children,Retro & Vintage Style,Abstract Style,Modern Style,Graffiti,Isometric Style,Organic & Natural Style,Corporate Style,Playful Tone,Hand-Drawn Style,Traditional Style,Arts & Crafts,Realistic,Contemporary Style,Informative Art,Cartoon Style,Illustration,Colorful Style,Monochromatic,Black & White Style,Technical Project Management,Website Asset|https://www.upwork.com/fl/~014e7d11520ca8ed18?s=1017484851352698959
326|Irpin, Ukraine|100%|TOP RATED PLUS|$200K+|154|184|As Needed - Open to Offers|English: Basic,Ukrainian: Native or Bilingual|Virtual Staging, Virtual Renovation, Virtual Tours, 360 virtual...|$30.00/hr|/Retouching Services,Background Removal,Image Resizing,Special Effects,Manipulation & Compositing,Filters,Image Restoration,Retouching & Enhancement/Image Editing Software,Adobe Photoshop,Adobe Photoshop Elements,Adobe Illustrator,Adobe Lightroom/Image File Format,TIFF,RAW,PNG,JPG,PSD,PDF/Photography Genres,Business,People,Real Estate,Architectural Photography,Product Photography/Other Skills,Autodesk 3ds Max,Corona Renderer,Virtual Staging|https://www.upwork.com/freelancers/~013bc3289a69b3e6e5?s=1044578476142100517
