job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|job_link
0|1888|React/NodeJS/web3 developer to develop a 3 page crypto website|We're looking for a frontend developer who has experience working on beautiful crypto web pages to develop our metaverse crypto website. We have the UI templates in Figma and ready to start.  Candidates applying should have experience creating the following types of pages: - Homepage explaining the crypto project with good animations (see attached for similar) - IDO Swap page (see attached for similar) - Staking page with dashboard similar to (see attached for similar)  The Figma will be shared with you once we have shortlisted you.  Please send 2-3 examples of projects where you have create a dApp which has a Metamask/WalletConnect/TrustWallet integration that has interacted with a smart contract on the Ethereum or Ethereum compatible blockchain|||||/Blockchain & NFT Programming Languages,Node.js,JavaScript,CSS/Other,React,HTML5,HTML,CSS 3,Web Application,TypeScript|$525.00||Singapore Singapore|4.70|https://www.upwork.com/jobs/~01ef0f5140dc71ee90
0|1888|Cryptocurrency Distribution Platform Development|"As per your requirement: we will create a backend to upload excel in admin. - there are two textfield for minimum and maximum amount to distribute between network - and you have to import token creator account in that  It will calculate the Gas fees and show there. Once you approve the transaction it ill distribute to all the accounts. It will support all tokens developed on TRC and BSC.  we will use RPC Node of ""https://moralis.io/"" for transaction and quotes  and for contract API we will USE respected network api for tron :- tronscan api and for bsc :- bscan api"|||||/Business Size,Business with 1-9 Employees/Other,Cryptocurrency,Blockchain,API,Python,API Integration,Web Development|$1,100.00|5.0|Turkey 35|5.00|https://www.upwork.com/jobs/~0143e12bfa1dd487bc
0|1888|AWS + Android development|Build an Android app with an AWS backend. This is a very simple app, just for a proof of concept. Specification attached.  The android app will have 3 simple screens (Login/logout, GPS location, List with 4 fields) The app will call in AWS 6 API's, and 5 DB tables.  Additionally for the backend in AWS (we never used AWS, so probably needs to be done the initial setup)  This role is to do both developments (Android + AWS)||||Intermediate|/Full Stack Development Deliverables,Web Application,API Integration/Business Size,Business with 1-9 Employees/Full Stack Development Skills,Amazon Web Services/Other,Android,iOS Development,Web Design,iOS SDK,AWS AppSync,Android App Development,Web UI,Website,iOS,Web Application,API|$300.00|4.5|Portugal Leca Do Balio|4.35|https://www.upwork.com/jobs/~01657531e089f1fca5
0|1888|flight Api integration for our online travel agency website|we need someone to develop and integrate a flight APi in our existing php website.||||Intermediate|PHP,API Development,RESTful API,API Integration,Web Development|$200.00||Pakistan Lahore|5.00|https://www.upwork.com/jobs/~01ef31aed85e510677
0|1881|Mobile-first web application for sports betting industry|Mobile-first web application for sports betting industry. Should be implemented with the use of modern web technologies. This app should allow placing bets on the extensive range of both pre-match and live betting options and markets. The app must employ various optimization techniques for speeding up the application load process, responsiveness, smooth user experience.  The main features are: - browsing of three-layer sports events catalog (sport, league, event) with hundreds/thousands of events; - shopping cart with the support of single, multi (express) and system bets; - user account; - supports multiple payment gateways; - one-way retail bank integration; - due diligence process.  Technologies:  Backend: - GoLang; - Java Spring.  DB: Cassandra, Redis  Frontend: - React  DevOps: - Ansible - AWS EC2 - Digital Ocean - Cloud Flare|||||/Back-End Programming Languages,Golang,Java/Databases,Apache Cassandra/Other,Redis,Gambling,React,Amazon EC2,Cloudflare,Mobile UI Design,Spring Framework,Ansible,DigitalOcean,Responsive Design||5.0|Ukraine Mykolaiv|5.00|https://www.upwork.com/jobs/~01dc802837e200ae10
0|501|Need iOS engineer to refine UIs of an existing iOS app|The salary is base salary.  We break down the entire project into small milestones. Each milestone, we provide 20% max bonus based on performance and we agree on the hours you need to work on and then I fund the milestone.  We already have a working iOS App and here are the backlogs we need to finish up. 1, Refine UIs of the existing apps. Most of the UI work is just to rearrange the positions of the UI components and refine the existing UI. The current UI is done with xib and you should use this structure. 2, Some minor new UI development work are needed.|||3 to 6 months|Entry level|/Devices,Smartphone/Mobile Platforms,iOS/Mobile Programming Languages,Swift,JavaScript/App Features,In-App Purchases|$788.20||United States Plano||https://www.upwork.com/jobs/~01bff380cb54d348d3
0|501|I need a iOS app developer, who can help in redesigning apps and adding in-app purchase to the apps.|I need a iOS developer who would help with couple of projects, in redesigning iOS apps, total overhaul of UI/UX and adding iOS in-app purchase subscriptions to the apps.||||Intermediate|/Devices,Smartphone/Mobile Platforms,iOS/Mobile Programming Languages,Swift,Objective-C/Mobile App Development Skills,Google Analytics,Firebase/App Features,In-App Purchases|$10.00|5.0|United States California|5.00|https://www.upwork.com/jobs/~016d74decd4d9b90b6
0|501|Watch application ios|I want to make iOS application for Apple Watch faces (wallpaper) Home Page 1 : load many watch face stored in database and appear in scroll if you click on the photo of the face you can  see Download page  and also download face direct ,search , related keyword, tag Download page 2 : page details of the faces watch , favorite button , share button , tags  ,download button favorite Page 3 : for favorite face watch , you need to signup in apple Icon Page 4 :  icons   page when you can  change the icon of the application setting page 5: name , email of user and share ,privacy policy , logout ,…..||||Entry level|/Devices,Smartphone/Mobile Platforms,iOS,watchOS/Mobile Programming Languages,Swift,Objective-C|$100.00|5.0|Morocco Rabat|5.00|https://www.upwork.com/jobs/~0105926b3555098c41
0|501|I need a iOS app developer, who can help in redesigning apps and adding in-app purchase to the apps.|NOTE : THIS IS NOT A MILESTONE PAYMENT JOB. I need a iOS developer who would help with couple of projects, in redesigning iOS apps, total overhaul of UI/UX and adding iOS in-app purchase subscriptions to the apps.||||Intermediate|/Devices,Smartphone/Mobile Platforms,iOS/Mobile Programming Languages,Swift,Objective-C/Mobile App Development Skills,Google Analytics,Firebase/App Features,In-App Purchases|$45.00|5.0|United States California|5.00|https://www.upwork.com/jobs/~010892e36568cdceb3
0|1432|Microsoft Access Trainer|Seeking an expert in Microsoft Access to train on basic Access skills virtually. Provide expertise on small Access projects as needed.|$95.00|Less than 30 hrs/week|Less than a month|Intermediate|Microsoft Access,Microsoft Excel,Visual Basic,Data Analysis,Database Design,Database Administration,SQL,Microsoft Access Programming|$1,013.33||United States Kearney|5.00|https://www.upwork.com/jobs/~01e095088a38c56826
0|1432|Help with Microsoft Access - Just a few hours|I currently use Microsoft Access in my company.  However, I need some help adding some things to already built reports and I don't know how to do it.  I've watched a few online tutorials, they did not help me.  For someone who knows what they are doing I would guess it will only take an hour or two.  |$90.00|Less than 30 hrs/week|Less than a month|Intermediate|Microsoft Access Programming,Microsoft Access|$60.00||United States Albuquerque|5.00|https://www.upwork.com/jobs/~01ec8cc498113bf222
0|1432|Access Database needed to be built|We have a large number of excel spreadsheets that need to be imported into Access and have access generate a report on user access permission levels.|$90.00||Less than a month||/Business Size,Business with 10-99 Employees/Other,Microsoft Access Programming,Microsoft Access,Database Design|$2,640.00||United States Somerset|5.00|https://www.upwork.com/jobs/~01e1808848f73c228c
0|1432|Microsoft Access Database update for pricing increase|Our company has a microsoft access database set up as a sales quote generator that we need updated to include an update pricing list. Looking for someone with quality experience with Microsoft Access programming/logic in order to make the necessary updates. This should a relatively short project.|$90.00|Less than 30 hrs/week|1 to 3 months|Intermediate|Microsoft Access Programming,Microsoft Access,Data Entry|$1,125.00||United States Fort Mill|5.00|https://www.upwork.com/jobs/~011deb6b737a5e8681
0|1432|MS Access Support / Development|"I'm starting to build some access databases. I know how to use access pretty well, but get hung up on more technical programing type things. Queries, etc. What I'm looking for is someone who can help me ""As Needed"" to solve specific problems I'm having.  Additionally, some consulting on general database set up best practices, etc.    This wont be a high volume of hours, but should be very quick and simple transactions for an access developer/programmer."|$90.00|Less than 30 hrs/week|More than 6 months||/Database Development Deliverables,Database Architecture|$30.00||United States Houston|5.00|https://www.upwork.com/jobs/~010d57a75d47d60b84
0|1432|Build Access Database for Analytical Lab Testing|Looking for a Access Database to be built for quality/analytical tracking to be built for a fermentation yard. Will need data to link to a tank number and show as active/inactive if it is currently filled. Should be able to capture different tests as needed.  Attached is the current excel form we are using. Need access database to also capture monthly data after the 21 day for different lab testing.|$90.00|Less than 30 hrs/week|1 to 3 months||Microsoft Access,Microsoft Excel,Microsoft Access Programming,Database Design,SQL,Database Administration|$3,945.00|5.0|United States Faison|5.00|https://www.upwork.com/jobs/~011c15a42a1d398b62
0|1432|Access 2019 - Training Course Review and Troubleshooting|LaunchLife International is an edtech company that offers career training to adults primarily in Canada, the UK, and Ireland through our Academy of Learning Career College and Pitman Training brands.  We specialize in Microsoft Office training and are in the process of launching a series of Office 2019 courses. We're having issues with our Access 2019 course and are looking for an expert Access user and experienced trainer to have a look and help us determine how we can improve the content to address its deficiencies.|||Less than a month||Microsoft Access|$250.00||Canada Richmond Hill|5.00|https://www.upwork.com/jobs/~01a852e6202db572c3
